id,name,category,created_at,typical_order_value,typical_order_value_std,expected_daily_transactions,tier
1329,GroceHub_0189,grocery,2025-01-04 22:51:18,633.28,390.08,47,medium
1330,StyleStreet_0190,fashion,2025-01-14 10:27:46,2515.09,827.15,15,medium
1331,VitalCare_0114,health,2025-01-14 15:44:07,1719.46,982.56,3,small
1332,RouteMaster_0068,travel,2025-02-22 04:32:19,10414.92,3171.54,2,small
1333,PackNGo_0069,travel,2025-01-29 19:39:12,12791.98,5625.14,1,small
1334,MediaWave_0107,entertainment,2025-01-13 00:39:27,732.9,458.1,15,medium
1335,StarStream_0108,entertainment,2025-01-12 17:02:24,880.54,420.02,13,medium
1336,InteriorCo_0121,home,2025-01-23 10:46:07,5518.57,2892.67,9,medium
1337,TrendSet_0191,fashion,2025-02-02 01:18:54,2449.29,1039.78,12,medium
1338,EduVerse_0101,education,2025-01-10 00:38:21,3729.29,1729.31,3,small
1339,DecorVault_0122,home,2025-02-18 21:45:13,3819.86,3513.28,3,small
1340,ChefDoor_0186,food_delivery,2025-01-07 07:08:31,474.87,135.72,14,small
1341,FashionVault_0192,fashion,2025-01-04 19:02:22,1776.18,1191.15,4,medium
1342,CureQuick_0115,health,2025-01-11 15:38:03,1337.75,1237.81,3,small
1343,HungryOwl_0187,food_delivery,2025-02-28 07:16:09,428.77,163.65,10,small
1344,SkillCraft_0102,education,2025-01-16 04:36:55,3650.12,2328.18,4,small
1345,AmusePark_0109,entertainment,2025-01-19 11:37:38,772.29,505.87,3,small
1346,ClassBridge_0103,education,2025-02-07 22:43:32,3229.48,2588.5,8,medium
1347,DineExpress_0188,food_delivery,2025-01-22 06:07:33,420.86,213.08,21,small
1348,CraveTown_0189,food_delivery,2025-02-15 07:52:36,458.7,245.77,17,small
1349,BiteBuddy_0190,food_delivery,2025-01-09 23:19:17,515.06,175.61,46,medium
1350,LookBook_0193,fashion,2025-02-14 05:32:03,2127.0,1331.11,5,small
1351,LifePulse_0116,health,2025-01-30 09:34:47,1837.52,1175.34,2,small
1352,FurniWorld_0123,home,2025-01-01 05:31:07,5296.84,3609.49,3,small
1353,FreshMart_0190,grocery,2025-01-27 00:09:21,664.09,399.93,29,medium
1354,DailyNeeds_0191,grocery,2025-01-15 09:56:41,670.83,371.04,7,small
1355,HouseJoy_0124,home,2025-01-23 04:22:10,4927.13,2250.71,8,medium
1356,PowerTech_0097,electronics,2025-01-09 11:15:59,8547.71,3415.41,24,large
1357,JetSetGo_0070,travel,2025-02-11 20:55:47,12159.74,6687.71,5,medium
1358,FoodDash_0191,food_delivery,2025-02-21 18:36:32,404.15,291.52,14,small
1359,SaaSPoint_0165,digital_services,2025-01-10 10:12:05,394.58,240.94,40,medium
1360,WearHouse_0194,fashion,2025-02-02 04:09:16,2052.71,872.7,5,small
1361,CodeBridge_0166,digital_services,2025-01-21 01:59:53,462.6,339.21,11,small
1362,MealBox_0192,food_delivery,2025-01-14 00:57:58,466.47,295.84,24,medium
1363,StudyNest_0104,education,2025-01-24 05:12:31,2886.54,2372.02,5,small
1364,SmartBuy_0098,electronics,2025-01-23 09:37:23,10657.6,5030.95,1,small
1365,QuickEats_0193,food_delivery,2025-01-17 00:20:38,409.35,166.86,11,small
1366,TripWise_0071,travel,2025-02-13 17:05:50,15582.49,7609.97,1,small
1367,GreenBasket_0192,grocery,2025-01-24 09:45:21,731.31,233.55,12,small
1368,ThreadBarn_0195,fashion,2025-02-04 15:33:14,1805.13,1129.34,12,medium
1369,UrbanStitch_0196,fashion,2025-01-26 20:25:15,1970.33,1254.14,47,large
1370,QuickGrocery_0193,grocery,2025-01-12 19:34:49,626.92,375.95,8,small
1371,ModaFit_0197,fashion,2025-01-31 05:34:14,2445.37,1150.51,12,medium
1372,FunZone_0110,entertainment,2025-01-21 05:02:10,680.79,475.86,9,small
1373,TastyTrail_0194,food_delivery,2025-02-19 17:30:25,446.2,154.22,19,small
1374,DocConnect_0117,health,2025-02-06 15:12:16,1658.42,1056.75,2,small
1375,PlayBox_0111,entertainment,2025-03-02 11:50:24,992.12,440.92,8,small
1376,ClosetBox_0198,fashion,2025-02-21 17:00:37,1822.27,1129.7,6,small
1377,DigitalNex_0167,digital_services,2025-01-13 23:48:27,515.14,436.29,8,small
1378,LivingSpace_0125,home,2025-01-10 15:34:14,4731.34,4143.09,1,small
1379,PlatformX_0168,digital_services,2025-01-04 20:49:35,352.6,252.27,37,medium
1380,SpiceRoute_0195,food_delivery,2025-01-11 19:49:33,353.41,223.88,17,small
1381,ChefDoor_0196,food_delivery,2025-01-26 05:18:00,570.86,241.82,16,small
1382,ChipNex_0099,electronics,2025-01-24 01:37:13,10130.96,4431.12,2,small
1383,SkyRoute_0072,travel,2025-01-07 13:22:54,9252.95,7089.02,4,medium
1384,JoyRide_0112,entertainment,2025-01-24 22:48:25,826.25,286.48,5,small
1385,GameVerse_0113,entertainment,2025-01-27 07:14:18,804.29,554.75,29,medium
1386,TechZone_0100,electronics,2025-01-22 23:15:17,8722.78,3272.35,1,small
1387,ByteShift_0169,digital_services,2025-01-11 11:01:08,561.83,247.85,11,small
1388,PantryPlus_0194,grocery,2025-02-14 07:54:57,796.73,241.91,139,large
1389,WallCraft_0126,home,2025-01-20 12:24:10,5663.36,3611.42,1,small
1390,GadgetHub_0101,electronics,2025-01-18 16:14:56,7475.62,2975.86,2,small
1391,ShowTime_0114,entertainment,2025-01-09 01:09:34,862.0,230.21,5,small
1392,CozyCorner_0127,home,2025-03-05 15:35:32,5220.65,3088.79,31,large
1393,FabricLane_0199,fashion,2025-01-29 15:24:01,2068.6,945.85,14,medium
1394,ElectroMart_0102,electronics,2025-01-13 00:42:18,8562.51,4492.2,9,medium
1395,RoomStyle_0128,home,2025-01-23 14:57:51,4577.28,3656.95,26,large
1396,StyleStreet_0200,fashion,2025-01-29 22:22:32,1680.15,1314.49,4,small
1397,WanderBook_0073,travel,2025-01-21 12:43:16,13192.64,5976.88,23,large
1398,BuildMart_0129,home,2025-02-01 16:44:37,5139.45,2827.2,2,small
1399,BrainWorks_0105,education,2025-01-10 22:20:27,4307.87,1949.12,16,medium
1400,HungryOwl_0197,food_delivery,2025-01-15 03:22:01,413.21,268.82,14,small
1401,DineExpress_0198,food_delivery,2025-01-28 23:42:49,544.84,170.61,15,small
1402,DigitalWorld_0103,electronics,2025-02-17 03:06:29,9465.7,4529.66,31,large
1403,TicketBay_0115,entertainment,2025-01-14 06:54:16,726.88,508.48,8,small
1404,NatureFresh_0195,grocery,2025-01-27 07:09:10,575.95,390.08,112,large
1405,TrendSet_0201,fashion,2025-02-04 09:57:13,2274.11,1220.29,3,small
1406,ValueMart_0196,grocery,2025-01-23 18:29:58,622.63,360.15,38,medium
1407,EventPulse_0116,entertainment,2025-01-07 07:54:04,1035.91,601.0,65,large
1408,FashionVault_0202,fashion,2025-03-11 09:54:49,1925.27,1002.23,7,small
1409,HomeNest_0130,home,2025-01-10 03:49:39,3591.1,3068.32,33,large
1410,CloudSync_0170,digital_services,2025-01-25 12:08:28,471.98,239.87,22,medium
1411,InteriorCo_0131,home,2025-01-11 22:15:40,4008.15,2574.3,13,medium
1412,MediaWave_0117,entertainment,2025-01-20 09:58:26,798.63,447.62,6,small
1413,DecorVault_0132,home,2025-01-21 15:05:54,5101.16,2793.23,12,medium
1414,StarStream_0118,entertainment,2025-01-09 11:38:15,609.33,617.13,19,medium
1415,LookBook_0203,fashion,2025-01-08 03:22:13,2182.72,1033.68,2,small
1416,FitPath_0118,health,2025-01-14 22:06:35,1300.0,847.44,4,small
1417,FlyEasy_0074,travel,2025-01-20 06:25:47,9692.93,5522.48,1,small
1418,TravelNest_0075,travel,2025-02-10 06:15:32,11076.4,7447.2,14,large
1419,FurniWorld_0133,home,2025-01-11 00:37:21,5429.35,3749.55,4,small
1420,AmusePark_0119,entertainment,2025-01-18 14:07:02,556.26,414.41,24,medium
1421,DataFlow_0171,digital_services,2025-01-16 11:24:51,459.14,351.65,95,large
1422,CraveTown_0199,food_delivery,2025-01-23 19:56:07,544.75,241.71,19,small
1423,BiteBuddy_0200,food_delivery,2025-02-12 16:37:37,425.29,196.1,13,small
1424,FoodDash_0201,food_delivery,2025-01-31 22:50:27,359.65,258.87,61,medium
1425,MealBox_0202,food_delivery,2025-01-16 18:52:16,429.3,252.18,12,small
1426,QuickEats_0203,food_delivery,2025-02-05 17:56:13,339.71,240.29,30,medium
1427,WearHouse_0204,fashion,2025-01-06 10:19:38,2129.52,1249.47,16,medium
1428,ByteStore_0104,electronics,2025-01-16 01:45:23,9518.08,4464.68,9,medium
1429,HealZone_0119,health,2025-02-02 06:16:44,1562.77,1058.85,1,small
1430,TastyTrail_0204,food_delivery,2025-01-30 11:34:02,543.73,143.9,44,medium
1431,FunZone_0120,entertainment,2025-01-16 00:16:12,602.17,426.98,20,medium
1432,CourseTrail_0106,education,2025-01-15 10:37:41,3103.43,3072.12,3,small
1433,CircuitCity_0105,electronics,2025-01-05 22:34:29,7944.51,3893.13,10,medium
1434,ThreadBarn_0205,fashion,2025-01-23 22:29:15,2527.19,926.69,35,large
1435,StaplePick_0197,grocery,2025-01-07 20:08:11,699.85,374.74,27,medium
1436,PlayBox_0121,entertainment,2025-01-10 20:14:51,912.37,410.91,8,small
1437,FarmDirect_0198,grocery,2025-01-24 16:31:46,705.59,270.77,10,small
1438,VoyagePlan_0076,travel,2025-02-28 18:12:36,10688.49,8255.8,1,small
1439,JoyRide_0122,entertainment,2025-01-28 19:36:41,628.18,360.57,6,small
1440,GameVerse_0123,entertainment,2025-01-23 14:48:30,842.94,510.55,6,small
1441,GroceHub_0199,grocery,2025-01-04 03:48:26,585.01,362.88,211,large
1442,MegaPixel_0106,electronics,2025-01-16 02:43:38,9909.48,3769.27,2,small
1443,UrbanStitch_0206,fashion,2025-03-04 21:17:36,1170.24,1456.49,18,medium
1444,PowerTech_0107,electronics,2025-01-20 18:13:10,7847.41,2854.63,1,small
1445,ModaFit_0207,fashion,2025-02-08 13:38:26,2359.98,1178.56,5,small
1446,AcadEdge_0107,education,2025-01-24 09:42:08,3564.83,2983.38,3,small
1447,HouseJoy_0134,home,2025-01-29 01:15:53,5245.92,1746.19,1,small
1448,GlobeHopper_0077,travel,2025-02-08 14:24:55,11125.56,9727.31,7,medium
1449,StreamLine_0172,digital_services,2025-02-06 20:05:36,485.22,263.31,37,large
1450,FreshMart_0200,grocery,2025-01-01 22:10:22,740.67,311.49,226,large
1451,MediCare_0120,health,2025-01-01 23:10:12,1578.18,1421.06,4,small
1452,MentorLab_0108,education,2025-01-15 23:14:45,2728.8,2616.07,12,medium
1453,LivingSpace_0135,home,2025-02-19 08:21:51,4297.27,3502.79,3,small
1454,ShowTime_0124,entertainment,2025-01-30 10:07:58,889.45,498.35,38,large
1455,DailyNeeds_0201,grocery,2025-01-25 17:47:09,641.94,362.32,17,medium
1456,ClosetBox_0208,fashion,2025-01-15 23:48:14,2260.92,1176.77,2,small
1457,GreenBasket_0202,grocery,2025-01-12 09:27:20,615.03,328.17,18,small
1458,SpiceRoute_0205,food_delivery,2025-01-07 14:57:09,463.21,241.44,14,small
1459,TicketBay_0125,entertainment,2025-03-10 08:28:45,518.91,567.23,4,small
1460,ChefDoor_0206,food_delivery,2025-01-16 18:57:03,429.86,157.88,153,large
1461,HealthFirst_0121,health,2025-01-10 01:01:23,2119.55,1186.55,17,medium
1462,RouteMaster_0078,travel,2025-01-17 15:31:00,16147.1,4726.6,9,large
1463,FabricLane_0209,fashion,2025-02-14 02:14:18,1549.05,1351.66,3,small
1464,QuickGrocery_0203,grocery,2025-02-08 16:42:43,598.64,334.84,44,medium
1465,AppForge_0173,digital_services,2025-02-20 08:28:38,366.32,224.47,9,small
1466,NetPulse_0174,digital_services,2025-01-16 10:05:42,607.89,298.48,22,medium
1467,HungryOwl_0207,food_delivery,2025-02-05 03:23:23,321.11,238.11,11,small
1468,PantryPlus_0204,grocery,2025-01-14 18:12:48,529.52,229.93,6,small
1469,SaaSPoint_0175,digital_services,2025-01-30 08:02:05,413.49,285.67,19,medium
1470,StyleStreet_0210,fashion,2025-01-06 05:37:58,2266.85,1140.85,7,small
1471,EventPulse_0126,entertainment,2025-02-03 19:31:35,544.33,516.15,6,small
1472,TrendSet_0211,fashion,2025-03-07 05:30:02,1829.0,1222.86,18,medium
1473,FashionVault_0212,fashion,2025-01-13 13:47:13,2234.74,1532.27,1,small
1474,PackNGo_0079,travel,2025-01-06 16:52:17,9978.64,10360.09,19,large
1475,JetSetGo_0080,travel,2025-03-13 22:09:06,13297.23,9973.14,2,medium
1476,TripWise_0081,travel,2025-02-09 07:00:54,13909.47,9702.99,4,medium
1477,DineExpress_0208,food_delivery,2025-01-28 09:36:54,607.75,207.85,17,medium
1478,MediaWave_0127,entertainment,2025-02-21 23:00:41,857.19,428.01,26,medium
1479,CraveTown_0209,food_delivery,2025-02-13 05:32:48,482.88,176.08,72,medium
1480,BiteBuddy_0210,food_delivery,2025-01-16 02:21:10,506.37,166.88,143,large
1481,FoodDash_0211,food_delivery,2025-01-08 21:20:44,481.02,185.43,44,medium
1482,SmartBuy_0108,electronics,2025-02-13 04:47:07,8544.07,3147.36,1,small
1483,KnowPath_0109,education,2025-01-09 02:38:31,3679.35,1505.55,2,small
1484,NatureFresh_0205,grocery,2025-01-12 07:49:42,463.98,234.61,45,medium
1485,CodeBridge_0176,digital_services,2025-02-25 13:25:58,479.99,284.5,5,small
1486,ChipNex_0109,electronics,2025-01-10 21:59:38,7712.98,4301.16,2,small
1487,StarStream_0128,entertainment,2025-01-22 15:58:11,923.4,596.51,5,small
1488,MealBox_0212,food_delivery,2025-02-22 21:42:02,338.87,169.73,48,medium
1489,WallCraft_0136,home,2025-01-04 02:04:59,3801.16,2367.23,3,small
1490,QuickEats_0213,food_delivery,2025-02-21 19:54:40,595.82,180.47,49,medium
1491,TechZone_0110,electronics,2025-01-04 01:14:44,6925.56,4994.72,10,medium
1492,WellnessHub_0122,health,2025-01-16 13:40:48,2041.72,1271.96,10,medium
1493,DigitalNex_0177,digital_services,2025-01-06 17:48:33,472.78,402.59,10,small
1494,PharmEasy_0123,health,2025-01-21 16:15:09,1134.23,1090.96,9,medium
1495,TastyTrail_0214,food_delivery,2025-01-21 02:53:25,503.89,216.33,23,medium
1496,PlatformX_0178,digital_services,2025-01-06 16:38:24,524.19,312.64,9,small
1497,CozyCorner_0137,home,2025-01-26 09:25:08,5017.98,3897.58,11,medium
1498,ByteShift_0179,digital_services,2025-01-08 02:30:18,502.06,368.88,15,small
1499,ValueMart_0206,grocery,2025-01-29 23:13:55,746.08,364.43,135,large
1500,CloudSync_0180,digital_services,2025-01-11 05:12:03,523.04,301.11,14,small
