id,segment,account_created_at,typical_amount,txn_per_month
492,high_frequency,2025-01-26 20:28:33,1089.77,8.18
493,regular,2025-02-02 06:48:40,2142.97,2.2
494,regular,2025-03-08 13:08:13,1470.43,2.37
495,high_value,2025-03-17 18:30:39,940.46,3.91
496,high_frequency,2025-02-02 19:00:24,1625.17,18.46
497,high_frequency,2025-03-07 04:13:52,1023.98,9.53
498,high_value,2025-04-02 22:01:45,5003.27,4.28
499,regular,2025-03-04 01:15:27,1843.27,3.88
500,regular,2025-02-15 14:33:02,1114.69,5.32
501,regular,2025-01-11 16:09:26,889.57,0.23
502,low_frequency,2025-01-20 07:24:49,405.87,1.43
503,regular,2025-03-25 14:01:13,962.73,1.44
504,regular,2025-01-26 19:19:38,1891.4,4.27
505,regular,2025-01-21 18:04:43,2304.99,4.65
506,low_frequency,2025-02-15 18:54:56,1281.29,0.64
507,regular,2025-04-04 22:40:38,1095.44,3.94
508,regular,2025-02-21 00:32:56,772.09,4.54
509,regular,2025-03-13 01:53:40,4230.06,6.57
510,low_frequency,2025-03-17 00:15:49,776.02,0.96
511,regular,2025-04-26 18:58:36,2207.16,5.8
512,low_frequency,2025-02-23 07:14:32,1890.25,1.59
513,low_frequency,2025-02-11 09:21:12,934.21,1.3
514,low_frequency,2025-01-10 01:31:54,2452.82,1.19
515,high_frequency,2025-02-18 01:30:31,1269.63,10.39
516,regular,2025-02-15 10:33:49,2996.22,2.17
517,regular,2025-03-04 18:18:56,2134.94,4.21
518,high_frequency,2025-02-17 00:53:46,1202.21,11.11
519,regular,2025-03-19 00:30:25,1144.65,2.66
520,high_frequency,2025-01-14 11:34:57,368.42,4.48
521,low_frequency,2025-03-11 22:40:40,1598.45,1.41
522,low_frequency,2025-04-03 19:15:14,2210.8,1.66
523,low_frequency,2025-02-02 23:52:00,1327.95,1.45
524,regular,2025-01-04 20:54:09,1724.12,4.21
525,high_value,2025-01-06 11:11:10,5417.53,4.52
526,regular,2025-01-11 14:54:57,2638.02,4.02
527,regular,2025-01-30 19:36:32,817.81,4.98
528,low_frequency,2025-03-20 09:49:57,950.82,0.2
529,high_value,2025-01-11 06:32:40,2489.45,2.48
530,regular,2025-03-01 17:53:31,2670.78,3.07
531,low_frequency,2025-02-15 20:01:17,871.13,0.7
532,high_value,2025-01-13 10:20:03,1815.74,2.13
533,regular,2025-02-15 17:09:25,771.28,5.58
534,low_frequency,2025-02-23 14:53:27,714.43,1.22
535,low_frequency,2025-01-10 07:52:27,789.05,0.5
536,low_frequency,2025-01-19 05:16:13,1186.75,0.93
537,high_frequency,2025-01-24 19:23:03,2052.64,12.06
538,regular,2025-01-24 20:16:13,2397.9,3.35
539,high_value,2025-02-04 01:01:29,4970.79,3.73
540,low_frequency,2025-01-23 15:02:09,1338.1,1.11
541,regular,2025-03-01 23:34:02,735.15,3.12
542,regular,2025-01-16 08:25:39,743.73,5.62
543,regular,2025-03-01 23:19:31,1043.54,2.6
544,regular,2025-02-18 06:10:15,975.32,2.22
545,regular,2025-03-11 16:33:30,2306.34,0.61
546,regular,2025-01-13 23:54:33,2736.92,4.56
547,high_frequency,2025-02-22 01:41:03,2488.47,8.59
548,low_frequency,2025-01-04 12:14:28,2776.36,0.2
549,regular,2025-04-09 20:19:22,1254.42,3.89
550,regular,2025-03-07 01:28:04,1268.67,2.76
551,low_frequency,2025-02-07 17:49:02,1842.97,1.03
552,low_frequency,2025-03-18 06:53:11,977.8,1.02
553,high_value,2025-02-23 06:11:43,4670.47,2.27
554,low_frequency,2025-02-11 18:53:20,4317.53,0.79
555,low_frequency,2025-03-15 12:20:42,1322.39,1.01
556,regular,2025-04-06 23:39:22,484.19,3.99
557,low_frequency,2025-02-03 01:19:13,293.41,1.42
558,low_frequency,2025-04-09 22:54:37,1152.32,0.96
559,low_frequency,2025-01-18 15:20:16,1528.61,0.93
560,low_frequency,2025-02-13 14:45:00,4290.44,1.38
561,regular,2025-06-06 06:11:08,1075.93,3.65
562,high_frequency,2025-02-05 11:46:54,1103.87,8.44
563,low_frequency,2025-03-01 01:41:46,1989.14,1.32
564,regular,2025-02-02 14:52:38,3376.33,3.51
565,regular,2025-03-24 07:55:07,1999.32,4.95
566,low_frequency,2025-02-07 04:32:44,1911.05,1.41
567,regular,2025-01-30 16:55:47,1202.13,4.13
568,low_frequency,2025-04-12 02:52:52,1278.01,1.1
569,low_frequency,2025-01-14 03:56:48,1015.59,0.78
570,low_frequency,2025-01-22 10:10:41,572.46,0.67
571,low_frequency,2025-02-19 08:01:18,1196.99,0.2
572,high_frequency,2025-02-05 07:08:49,2071.77,12.68
573,high_value,2025-01-25 19:04:55,3646.68,1.94
574,high_frequency,2025-01-09 00:53:21,2741.2,3.84
575,low_frequency,2025-01-01 04:40:01,670.04,0.62
576,high_frequency,2025-01-23 01:24:48,3450.27,22.68
577,regular,2025-03-24 23:18:12,1911.98,5.03
578,low_frequency,2025-04-14 15:16:41,1026.35,1.01
579,high_value,2025-01-05 07:09:05,4065.41,2.14
580,high_frequency,2025-01-02 22:58:37,2173.52,8.79
581,low_frequency,2025-01-02 08:15:15,2024.05,1.05
582,high_value,2025-01-29 09:45:29,2970.62,3.82
583,low_frequency,2025-03-04 02:23:55,550.55,1.02
584,regular,2025-01-15 13:15:47,2538.6,3.09
585,low_frequency,2025-03-19 19:06:12,987.63,0.96
586,low_frequency,2025-02-27 11:00:27,2532.72,0.98
587,high_value,2025-01-19 12:36:32,3261.25,3.45
588,regular,2025-04-13 13:22:03,1081.26,3.19
589,low_frequency,2025-04-02 02:50:15,1963.41,1.43
590,high_frequency,2025-01-23 01:36:53,2707.32,11.41
591,high_frequency,2025-04-02 00:39:11,2216.02,6.97
592,high_value,2025-02-10 04:21:53,2915.62,4.1
593,high_value,2025-02-10 11:49:33,11406.47,2.53
594,high_value,2025-03-13 00:47:02,5274.53,1.41
595,regular,2025-02-21 21:20:41,1640.51,2.88
596,low_frequency,2025-01-23 00:42:29,3674.2,0.95
597,high_value,2025-03-08 11:24:56,1962.19,2.43
598,low_frequency,2025-02-04 10:59:05,1959.95,0.64
599,low_frequency,2025-02-27 06:58:49,1978.01,2.12
600,regular,2025-03-09 23:07:35,1808.16,3.42
601,low_frequency,2025-01-06 04:08:29,1059.88,1.06
602,regular,2025-03-25 23:54:29,1647.18,4.78
603,high_value,2025-02-19 07:16:32,7127.78,3.19
604,regular,2025-01-29 21:04:38,3358.66,3.84
605,regular,2025-04-08 09:48:43,2485.23,4.07
606,regular,2025-04-23 21:06:46,1196.22,3.59
607,regular,2025-01-17 10:31:18,2036.69,3.0
608,low_frequency,2025-01-23 17:20:05,850.44,0.5
609,low_frequency,2025-01-29 04:58:38,842.2,0.2
610,regular,2025-05-03 13:11:59,1447.14,5.43
611,regular,2025-05-01 06:51:46,1609.69,5.74
612,regular,2025-04-13 09:56:37,2291.51,4.02
613,low_frequency,2025-01-23 05:36:20,740.05,0.59
614,low_frequency,2025-01-08 08:20:53,439.42,1.81
615,regular,2025-01-22 08:13:31,408.92,5.09
616,regular,2025-03-30 17:31:41,906.37,4.4
617,regular,2025-01-16 15:10:22,1023.33,2.86
618,high_frequency,2025-02-15 17:27:57,4273.07,7.52
619,regular,2025-04-02 13:37:05,1910.53,5.06
620,low_frequency,2025-02-18 03:56:46,1222.67,0.88
621,regular,2025-02-06 10:43:05,1006.49,1.39
622,low_frequency,2025-03-28 19:44:40,1886.55,1.12
623,low_frequency,2025-01-03 04:25:53,720.38,1.18
624,regular,2025-03-12 16:31:49,687.15,4.88
625,low_frequency,2025-01-12 00:46:22,2067.69,0.85
626,low_frequency,2025-02-15 02:30:55,733.92,1.76
627,high_frequency,2025-02-13 08:56:54,4889.46,16.74
628,regular,2025-03-12 15:20:45,4771.9,3.92
629,high_value,2025-02-08 22:16:11,27286.47,6.91
630,high_frequency,2025-03-19 23:53:40,1361.71,13.71
631,low_frequency,2025-01-10 02:51:56,1087.3,0.65
632,regular,2025-01-24 01:19:13,1519.27,4.98
633,low_frequency,2025-01-03 20:48:13,632.81,0.91
634,regular,2025-01-03 08:41:04,1886.2,5.14
635,low_frequency,2025-02-17 12:36:49,783.15,0.73
636,low_frequency,2025-04-17 11:48:01,1526.46,0.2
637,low_frequency,2025-01-01 15:56:49,1937.94,0.46
638,high_frequency,2025-02-26 18:23:59,945.55,12.23
639,low_frequency,2025-01-09 00:22:24,745.62,0.85
640,regular,2025-03-06 07:43:10,2404.53,5.76
641,high_frequency,2025-01-20 19:00:08,832.85,5.76
642,regular,2025-03-21 10:11:48,300.68,5.71
643,regular,2025-02-26 10:58:38,914.46,6.06
644,low_frequency,2025-01-22 04:15:50,1937.93,1.81
645,high_value,2025-03-22 04:54:15,1600.32,0.2
646,regular,2025-02-06 19:44:52,2914.26,3.69
647,regular,2025-05-08 09:51:35,2715.63,3.02
648,high_value,2025-03-14 12:18:07,5805.32,3.4
649,low_frequency,2025-01-22 09:56:38,1499.31,0.41
650,regular,2025-02-23 10:01:16,581.08,5.72
651,low_frequency,2025-02-25 08:01:15,478.13,1.7
652,low_frequency,2025-03-19 09:39:45,1095.65,1.56
653,low_frequency,2025-02-15 10:16:46,1639.79,0.45
654,regular,2025-03-10 22:46:11,1182.83,5.15
655,low_frequency,2025-02-25 07:25:26,777.58,1.05
656,regular,2025-05-28 23:10:51,1568.91,3.05
657,high_frequency,2025-03-26 18:35:40,2446.0,6.31
658,high_frequency,2025-04-10 08:42:33,826.76,8.6
659,low_frequency,2025-01-16 19:01:49,373.6,1.0
660,high_frequency,2025-02-12 03:33:11,3115.4,12.5
661,low_frequency,2025-02-05 19:01:09,1942.8,1.09
662,regular,2025-02-08 18:09:11,1571.14,4.97
663,low_frequency,2025-02-18 10:15:13,1192.36,0.2
664,regular,2025-01-15 03:24:43,2391.13,1.41
665,low_frequency,2025-01-25 21:36:37,1698.33,0.42
666,regular,2025-04-07 14:06:19,787.48,5.78
667,low_frequency,2025-02-13 18:19:12,391.94,0.92
668,low_frequency,2025-01-21 01:06:01,831.98,1.11
669,regular,2025-01-12 06:54:28,3011.28,2.05
670,low_frequency,2025-03-04 07:11:45,1226.18,1.25
671,regular,2025-01-05 01:24:49,1340.33,3.35
672,regular,2025-02-13 18:59:32,10433.06,4.58
673,regular,2025-01-15 01:37:42,254.49,3.0
674,regular,2025-02-16 04:41:38,644.29,5.38
675,high_frequency,2025-02-24 05:45:16,2093.67,8.57
676,high_value,2025-01-21 14:53:16,2766.55,2.2
677,low_frequency,2025-01-05 01:07:42,837.8,0.72
678,regular,2025-04-02 14:55:03,992.84,4.8
679,regular,2025-04-30 13:20:27,645.14,5.53
680,low_frequency,2025-01-22 05:17:16,1471.24,1.13
681,low_frequency,2025-02-24 15:27:31,1704.33,1.58
682,low_frequency,2025-03-09 05:40:17,2061.11,1.4
683,regular,2025-01-05 22:39:17,761.75,6.33
684,low_frequency,2025-02-26 06:10:25,461.01,1.24
685,regular,2025-04-23 19:01:17,1089.43,2.9
686,regular,2025-03-28 20:16:28,4307.29,5.24
687,regular,2025-01-16 16:18:16,2079.31,2.18
688,low_frequency,2025-01-02 01:17:25,1195.38,1.1
689,high_frequency,2025-03-23 13:46:29,1014.82,8.42
690,regular,2025-02-09 10:05:52,946.58,2.62
691,low_frequency,2025-02-16 13:07:20,935.85,0.92
692,low_frequency,2025-02-04 21:35:27,2099.46,1.33
693,low_frequency,2025-01-14 22:02:49,1116.18,0.38
694,high_value,2025-04-09 15:19:52,6961.58,5.13
695,low_frequency,2025-01-14 08:21:36,1214.44,1.2
696,low_frequency,2025-01-23 10:14:19,669.12,0.2
697,low_frequency,2025-02-08 05:25:35,555.56,0.71
698,low_frequency,2025-03-23 10:15:32,764.38,1.27
699,regular,2025-03-08 21:48:24,3350.02,1.68
700,high_frequency,2025-02-03 15:15:10,1173.23,4.74
701,regular,2025-03-29 13:01:05,1736.44,4.99
702,high_frequency,2025-01-10 02:36:16,462.81,8.88
703,low_frequency,2025-04-09 16:08:59,887.0,1.55
704,regular,2025-01-24 01:47:38,752.68,5.29
705,high_frequency,2025-02-18 15:54:27,1710.08,17.08
706,regular,2025-01-14 12:06:27,648.39,1.73
707,high_frequency,2025-01-07 23:12:20,825.13,9.03
708,low_frequency,2025-01-04 07:05:12,1567.77,1.32
709,regular,2025-02-19 13:50:37,919.62,1.1
710,regular,2025-01-15 11:29:21,2824.86,4.47
711,low_frequency,2025-02-19 15:35:40,1047.94,0.86
712,high_frequency,2025-01-23 03:41:40,1217.1,12.11
713,low_frequency,2025-02-27 07:30:57,1428.62,0.96
714,low_frequency,2025-03-02 20:45:07,1292.98,0.48
715,high_frequency,2025-04-10 02:44:06,1336.7,10.62
716,regular,2025-04-27 07:36:01,797.05,1.71
717,high_frequency,2025-03-12 09:07:01,1234.82,9.95
718,high_frequency,2025-03-10 04:31:30,1749.15,17.95
719,low_frequency,2025-01-11 17:54:38,1385.04,1.22
720,regular,2025-02-01 04:40:59,3557.26,4.83
721,high_value,2025-02-20 12:52:27,3514.7,1.47
722,low_frequency,2025-03-07 04:28:35,2487.63,1.4
723,regular,2025-01-08 20:07:10,3073.51,3.04
724,high_value,2025-02-25 09:09:56,2797.63,0.24
725,low_frequency,2025-01-10 06:13:41,802.85,0.89
726,high_value,2025-03-25 14:57:54,3284.33,4.27
727,regular,2025-02-14 19:45:54,1208.88,5.01
728,high_frequency,2025-03-01 01:53:04,1083.69,15.43
729,regular,2025-01-17 13:48:23,1550.0,5.37
730,regular,2025-04-16 09:15:16,628.14,4.11
731,high_frequency,2025-04-14 17:47:40,1559.0,10.75
732,low_frequency,2025-02-07 18:28:41,977.18,1.39
733,regular,2025-04-20 20:05:04,730.07,3.63
734,high_value,2025-02-16 20:02:57,6927.13,2.58
735,high_value,2025-03-11 08:17:02,3010.15,3.51
736,high_value,2025-01-25 10:24:29,2750.19,2.98
737,regular,2025-01-06 14:38:28,3133.52,4.27
738,regular,2025-04-21 00:54:29,1189.83,3.86
739,regular,2025-02-13 19:41:31,2417.31,7.5
740,regular,2025-03-16 23:56:17,4349.21,2.77
741,regular,2025-02-13 19:28:13,2114.37,4.07
742,low_frequency,2025-02-18 15:25:33,368.51,0.35
743,low_frequency,2025-02-12 09:38:21,2929.25,0.7
744,regular,2025-05-01 14:11:05,1352.95,2.97
745,low_frequency,2025-02-01 05:30:38,1598.13,1.65
746,low_frequency,2025-02-11 17:19:12,554.47,0.95
747,low_frequency,2025-02-10 12:52:50,729.04,0.9
748,high_frequency,2025-02-06 05:29:16,795.26,11.17
749,high_value,2025-01-02 13:29:23,3898.92,1.42
750,regular,2025-01-03 15:31:47,1344.14,4.93
751,high_value,2025-02-24 01:38:53,7057.64,2.44
752,high_frequency,2025-02-16 20:35:58,617.38,8.88
753,low_frequency,2025-02-13 11:45:59,688.62,1.12
754,low_frequency,2025-03-17 18:42:13,1838.1,0.49
755,low_frequency,2025-02-18 08:53:54,3603.9,1.18
756,low_frequency,2025-04-10 20:20:02,594.08,1.16
757,regular,2025-02-05 23:21:05,2501.67,4.47
758,low_frequency,2025-01-25 10:58:58,561.31,0.33
759,high_value,2025-02-15 11:32:01,2405.06,5.21
760,regular,2025-02-02 18:00:03,1460.95,1.9
761,low_frequency,2025-03-23 13:57:17,911.36,0.76
762,high_value,2025-01-12 01:06:43,4006.82,1.32
763,high_value,2025-02-02 01:59:02,3244.96,3.41
764,high_frequency,2025-02-07 16:10:22,871.78,8.94
765,high_frequency,2025-01-15 20:40:20,2507.4,15.6
766,high_value,2025-01-14 09:58:13,2307.04,5.13
767,regular,2025-01-13 20:06:07,3943.44,2.51
768,high_frequency,2025-02-25 09:10:17,2577.88,14.13
769,low_frequency,2025-02-17 18:24:55,1303.34,0.98
770,regular,2025-02-23 17:34:31,1708.93,5.62
771,regular,2025-03-30 16:47:45,672.93,3.46
772,low_frequency,2025-01-17 04:35:29,1944.38,1.55
773,low_frequency,2025-01-15 10:17:48,1029.27,1.28
774,low_frequency,2025-02-07 11:31:19,558.73,0.79
775,low_frequency,2025-02-03 19:39:25,837.55,0.23
776,low_frequency,2025-02-03 04:41:39,1191.95,1.11
777,regular,2025-01-09 15:54:09,3074.98,6.31
778,high_frequency,2025-03-12 10:51:01,1659.58,6.55
779,regular,2025-02-14 11:39:56,449.6,2.74
780,regular,2025-02-04 23:52:16,1303.94,4.82
781,low_frequency,2025-04-24 05:58:08,1126.99,0.81
782,high_frequency,2025-02-11 09:46:36,670.16,4.75
783,low_frequency,2025-02-23 18:50:09,1537.57,0.51
784,low_frequency,2025-03-17 15:25:04,1065.15,0.92
785,regular,2025-02-21 04:43:07,1111.95,4.6
786,high_value,2025-02-23 17:56:53,7511.1,1.64
787,high_value,2025-01-05 11:25:06,2452.04,3.7
788,high_frequency,2025-02-19 02:34:39,644.49,10.28
789,regular,2025-04-17 01:22:23,1189.61,4.88
790,regular,2025-03-08 06:10:27,4151.75,4.59
791,regular,2025-01-07 05:28:37,4592.36,3.18
792,low_frequency,2025-03-30 11:45:13,1103.04,0.47
793,low_frequency,2025-02-11 21:30:21,1101.13,1.3
794,high_value,2025-02-26 16:11:41,7355.29,3.99
795,high_value,2025-01-23 10:48:58,4502.42,3.43
796,low_frequency,2025-05-12 01:28:30,1029.27,0.2
797,low_frequency,2025-01-16 12:44:22,1214.05,0.78
798,low_frequency,2025-03-07 22:24:09,930.66,0.3
799,regular,2025-03-10 10:49:55,969.24,4.07
800,low_frequency,2025-01-29 07:49:09,1261.98,0.27
801,regular,2025-01-06 11:11:01,1763.56,3.32
802,low_frequency,2025-02-02 16:38:56,2098.9,1.31
803,low_frequency,2025-05-25 18:28:32,3007.35,0.57
804,low_frequency,2025-03-17 02:11:20,695.87,1.16
805,high_frequency,2025-01-07 21:20:52,1958.47,17.09
806,low_frequency,2025-03-20 07:40:45,982.48,0.56
807,regular,2025-03-15 16:34:08,2548.76,5.52
808,regular,2025-01-13 02:16:55,1093.04,4.29
809,high_frequency,2025-01-18 04:46:43,1770.12,10.54
810,low_frequency,2025-04-02 19:15:13,1246.79,1.3
811,regular,2025-02-28 08:46:13,2045.26,0.2
812,low_frequency,2025-01-22 12:06:47,1258.65,0.92
813,regular,2025-01-04 16:24:02,1971.55,3.24
814,regular,2025-03-07 18:34:34,904.23,2.48
815,high_value,2025-03-14 13:42:34,3277.4,4.72
816,high_value,2025-02-11 21:24:15,5057.44,1.93
817,high_frequency,2025-03-11 08:19:03,1656.1,20.11
818,high_value,2025-03-26 22:59:28,2643.75,0.2
819,low_frequency,2025-03-11 23:31:33,1936.09,1.0
820,regular,2025-02-11 13:37:18,870.56,3.46
821,low_frequency,2025-03-06 07:03:16,2063.49,1.58
822,low_frequency,2025-01-11 20:51:47,1126.35,1.52
823,regular,2025-03-25 18:34:44,864.53,2.94
824,regular,2025-02-03 06:17:05,950.4,2.9
825,regular,2025-03-11 16:49:13,470.79,3.21
826,high_frequency,2025-01-22 22:55:07,1013.92,10.62
827,regular,2025-04-05 19:20:38,975.06,3.01
828,high_value,2025-05-01 00:09:40,16746.72,4.52
829,high_frequency,2025-01-10 06:12:30,468.02,10.61
830,high_frequency,2025-01-21 22:17:39,613.12,13.96
831,low_frequency,2025-04-28 13:03:02,1557.54,0.23
832,regular,2025-02-12 00:39:49,1348.18,2.34
833,regular,2025-02-08 11:42:32,977.5,3.39
834,high_value,2025-01-08 18:33:11,2040.79,0.54
835,low_frequency,2025-01-18 21:59:11,1908.42,0.87
836,low_frequency,2025-01-14 02:17:28,3038.56,0.99
837,low_frequency,2025-02-14 12:39:18,885.44,1.58
838,low_frequency,2025-03-29 14:15:34,2788.63,1.33
839,high_frequency,2025-03-29 09:05:19,2721.15,16.33
840,low_frequency,2025-02-04 08:22:03,1210.97,1.07
841,low_frequency,2025-01-23 13:14:01,1113.43,0.38
842,regular,2025-04-17 15:23:44,3786.65,4.14
843,regular,2025-03-11 21:08:38,4091.48,3.36
844,low_frequency,2025-03-18 22:47:49,5219.24,1.37
845,regular,2025-02-15 02:31:10,1140.4,4.09
846,regular,2025-03-28 17:03:10,1733.13,6.07
847,high_value,2025-03-05 06:57:24,1763.44,3.49
848,regular,2025-01-06 12:17:17,755.95,3.58
849,high_value,2025-02-12 20:48:30,18737.43,3.84
850,low_frequency,2025-03-24 16:56:34,1086.08,1.32
851,high_frequency,2025-01-04 17:46:37,1471.01,8.5
852,regular,2025-04-13 09:30:03,3556.65,5.35
853,regular,2025-02-13 06:47:53,4650.78,4.28
854,regular,2025-02-09 06:15:35,5242.92,3.48
855,low_frequency,2025-03-20 23:31:39,1309.7,1.27
856,low_frequency,2025-04-15 02:44:19,1211.02,1.81
857,high_frequency,2025-01-07 11:00:40,1754.72,7.98
858,high_frequency,2025-03-08 06:52:37,968.93,3.12
859,low_frequency,2025-03-30 02:08:41,2307.96,2.08
860,regular,2025-01-15 22:13:55,837.73,5.72
861,regular,2025-02-08 06:11:12,648.43,0.88
862,regular,2025-02-24 09:25:40,1035.37,3.54
863,low_frequency,2025-03-29 06:57:32,774.34,1.04
864,high_frequency,2025-01-05 00:26:26,545.47,19.93
865,regular,2025-01-05 06:27:02,1526.4,3.75
866,regular,2025-04-26 10:46:36,2404.39,4.45
867,regular,2025-01-29 13:24:23,1836.26,4.24
868,regular,2025-03-05 11:58:26,3396.13,3.12
869,low_frequency,2025-02-08 03:54:49,1140.61,0.51
870,high_value,2025-02-21 23:48:51,6891.37,2.87
871,low_frequency,2025-01-22 02:17:16,743.79,0.81
872,high_frequency,2025-02-04 23:20:20,1460.74,12.3
873,high_frequency,2025-01-05 18:11:32,697.87,8.81
874,regular,2025-01-08 12:20:23,902.31,3.69
875,regular,2025-02-11 09:22:08,1133.23,8.68
876,low_frequency,2025-01-25 10:12:58,1180.61,1.41
877,regular,2025-02-14 21:18:03,2572.02,4.19
878,regular,2025-01-16 06:34:31,657.57,1.89
879,low_frequency,2025-02-24 20:06:30,4866.54,1.07
880,low_frequency,2025-03-05 14:07:40,1010.89,1.8
881,high_value,2025-01-11 13:14:47,7684.54,5.37
882,low_frequency,2025-03-11 07:49:43,1321.04,1.25
883,low_frequency,2025-02-06 22:22:09,774.58,0.85
884,low_frequency,2025-01-20 17:37:40,1173.19,1.2
885,regular,2025-02-08 14:48:37,2800.67,2.01
886,regular,2025-04-08 19:53:27,2238.09,2.4
887,high_frequency,2025-02-17 11:49:13,1438.89,12.09
888,regular,2025-01-19 18:01:06,1778.8,4.44
889,low_frequency,2025-01-10 10:23:02,1624.23,0.81
890,regular,2025-02-15 05:37:34,5345.31,3.68
891,low_frequency,2025-02-02 02:42:58,2914.01,0.8
892,high_frequency,2025-03-11 20:03:55,1398.97,12.36
893,low_frequency,2025-02-09 12:02:29,812.04,2.06
894,low_frequency,2025-01-23 21:50:21,1125.29,1.32
895,regular,2025-02-18 00:03:01,1838.25,2.3
896,low_frequency,2025-02-01 06:52:43,1117.05,1.41
897,regular,2025-02-06 21:11:50,1435.64,1.27
898,regular,2025-01-03 15:23:02,1973.25,3.19
899,high_value,2025-01-05 17:31:27,4230.94,1.84
900,low_frequency,2025-02-13 00:44:05,1278.95,0.6
901,regular,2025-01-27 06:42:21,1434.66,3.19
902,regular,2025-02-05 14:12:48,546.02,4.36
903,low_frequency,2025-01-22 20:48:22,1541.39,1.54
904,regular,2025-01-05 14:11:49,1269.84,1.7
905,high_frequency,2025-02-12 05:48:32,1946.97,12.57
906,high_frequency,2025-02-20 00:54:10,4349.27,11.87
907,high_value,2025-02-22 09:01:22,4953.09,4.11
908,regular,2025-01-21 02:24:39,2992.71,4.44
909,low_frequency,2025-02-16 13:31:04,637.76,1.02
910,high_value,2025-01-30 09:00:52,6343.0,3.06
911,low_frequency,2025-02-10 00:52:09,971.63,1.06
912,regular,2025-01-14 09:18:10,1081.66,5.91
913,high_frequency,2025-01-25 09:23:26,490.74,9.64
914,high_frequency,2025-02-14 05:05:56,716.42,10.22
915,high_value,2025-02-21 08:14:55,3451.04,0.73
916,low_frequency,2025-03-30 00:59:17,2072.67,1.4
917,regular,2025-05-01 06:31:05,549.39,4.56
918,low_frequency,2025-02-11 03:14:41,1012.82,1.11
919,high_frequency,2025-02-10 03:43:27,1073.32,5.45
920,regular,2025-04-09 15:39:01,473.13,2.94
921,low_frequency,2025-04-22 07:37:40,1729.98,0.69
922,high_frequency,2025-01-17 04:05:08,944.26,9.55
923,regular,2025-01-17 08:46:14,315.54,6.26
924,regular,2025-04-02 11:52:44,942.93,3.44
925,high_value,2025-02-16 05:41:02,1912.82,3.49
926,regular,2025-04-21 05:49:07,1090.89,9.32
927,regular,2025-02-28 04:00:05,511.79,7.05
928,low_frequency,2025-01-08 14:40:23,389.71,1.18
929,low_frequency,2025-02-06 00:46:35,1342.09,0.71
930,low_frequency,2025-05-02 20:37:50,812.36,0.79
931,low_frequency,2025-04-02 19:36:14,711.95,0.33
932,low_frequency,2025-05-09 13:02:38,1221.52,0.98
933,regular,2025-01-16 23:30:36,3142.11,1.13
934,regular,2025-01-30 17:42:20,2626.66,3.54
